Product_ID,Product_Category_Name,Product_Weight_Gr,Product_Length_Cm,Product_Height_Cm,Product_Width_Cm
02f381f455650d4c7b90c96dc50a6206,Toys,175,16,15,16
02f3b0fb0ec2472bd4b9058a860ce6e3,Baby,12050,35,60,25
02f5620577c231921c3b01678005d2ba,Stationery,500,21,7,15
02f875bbe513c98bf25188a84b42dd39,Furniture_Decor,500,19,12,12
02f8dd9b448d3ec2c73e65a22da1121c,Watches_Gifts,250,18,9,17
02fb2d61da1247bf732360ea76b16240,Luggage_Accessories,850,19,51,34
02fbee632a2044d48ab16d57eec4db58,Bed_Bath_Table,1017,39,15,34
02fcaaaba3a4b4882987a3639d968572,Bed_Bath_Table,950,36,6,27
0302c3fcf5e2d9526e243db50d30d5e3,Housewares,200,30,11,25
030729544fc3eb6a40981f877e836450,Fashion_Bags_Accessories,150,16,6,11
03078714f1e3f3758555f67ff35b4b01,Housewares,600,16,16,16
030f129f7f4681d3996e2531840057af,Bed_Bath_Table,800,25,5,25
0312536dd9e1c1b732d2b8ff5c3181d6,Auto,600,35,5,35
03137dc3af3dc8138e070c4536407618,Housewares,625,30,12,25
0314706dab9f01188f5cab6878b8f9b4,Electronics,250,17,5,12
0320a1be5c5224f64bfbffa583cf03d6,Electronics,167,16,3,11
03233a6dca60544336766af227f78f09,Housewares,1700,16,40,38
032c32a02f67b0fad495803ca810689e,Home_Construction,800,16,27,16
032e8352e7d34cc2558d4ae22132866c,Furniture_Decor,4450,105,5,69
0333795efd58e3c33c5850b92721c3e4,Furniture_Decor,6317,36,40,36
0335b2f76fdeed85180abe8c6c444aa4,Office_Furniture,7300,53,51,18
033c52084417b98d716d863d8bd11fba,Auto,600,30,20,20
033ccb3016d3b24bc724629b8df41f94,Sports_Leisure,400,16,9,15
033e5e4f49acb5621c782ac8a37aa90b,Luggage_Accessories,175,16,10,16
033fe931444d66d788d53aca5b7b22d5,NULL,200,16,19,11
0343ce4ce35af74dd177bfc133eabb45,Bed_Bath_Table,600,30,7,26
0347f9daa0a33f82b4c9c0821450cc8a,Luggage_Accessories,9075,29,39,45
034abfb9b758233fd393bd361d4ec599,Furniture_Decor,900,40,3,40
034ecce08e1adf75b5fecf2faac7ed11,Sports_Leisure,550,16,16,16
0350ac874c8937571b129554110ec3b6,Dvds_Blu_Ray,90,20,2,14
03511a5e5d4c3d8ef00f1578e1419800,Telephony,400,20,11,13
0352f26fa462bd615275f3e91857926d,Office_Furniture,250,78,45,21
0354c6a8cb8961e29b70e564b93861fe,Garden_Tools,400,38,10,25
03552ec45033c8658713c541f6af9f05,Health_Beauty,250,35,3,12
0356344ba89a9deb1e8a6bef7a7c78b5,Perfumery,350,20,20,20
03566b85189259c49476f004ad2afd08,Health_Beauty,150,20,15,15
035a4019c8009b57768aa3c1e1ad63a3,Furniture_Decor,1900,53,8,11
035df2b15f358d231e00af9e62488cf4,Perfumery,783,17,15,14
03613e666b3919a3e807eac45a8f2731,Housewares,5400,36,15,29
03624ffc0958f7ea385b6d4e088532b0,Health_Beauty,153,23,24,22
0364c36f8e845e4d309c0a3accc04b1c,Office_Furniture,16800,63,58,24
0366dd798c6de7ec8d16c23de6a82cfd,Pet_Shop,3500,39,20,46
036734b5a58d5d4f46b0616ddc047ced,Telephony,300,17,4,12
0367635ea4efa4eb15a29f1e05887851,Baby,1150,35,17,44
0368744ea61d6163219e3bcbbbac3680,Health_Beauty,2000,30,12,16
0369a47f7ad96df46ad8ed76767de8bd,Perfumery,900,25,35,30
036a6272d538ae862d248339c4c9adeb,NULL,1800,20,12,25
036bcd084feae22f3a997f5080ec30df,Furniture_Bedroom,200,16,2,11
036c967e979f490c3890acef838d9f44,Telephony,150,19,4,11
036ecb2f1816e95d3fa658207266ecf5,Books_General_Interest,150,26,2,26
03706dca83513062fe74967a71b5fc78,NULL,400,25,8,11
037a23831f142c505b119215d92eaf7e,Office_Furniture,8900,53,50,16
037aab5faf8d9120659b7c8ea3cf4c12,Health_Beauty,15500,55,40,40
037c68f178aefdd7a880a951dedc04d1,Toys,9567,41,51,47
037f82112a937df3f1486fa81eb1f127,Sports_Leisure,4700,85,30,20
03826ede2cac52b3011b58cfd58c84f9,Housewares,6900,70,15,33
0383c4d17410e421f6a8b905fb9adcbc,Garden_Tools,2700,43,15,15
038467f26869173dd87434ae02199a40,Housewares,500,18,21,20
0388b93e2992639ef7de7b35b2ba91b2,Fashion_Bags_Accessories,2100,16,5,11
03894c9a40bf32b84a349ef0ddfccc1d,Housewares,20300,44,93,30
038967227fb1bc9b30d6e1c81fa2d2be,Auto,200,16,4,11
038c0dd7c1e48a1588f8919a0c305727,Home_Appliances,100,20,13,15
038e3a669bb495e56d9d609d874fb668,Sports_Leisure,30000,105,70,20
03940e741e919e2c258e177d875f8423,Auto,5400,78,4,47
03973c594aba6474ba73ab090dcdc4e2,Watches_Gifts,300,19,13,13
03973c875a4653e663aede2c46a957f6,Auto,2550,35,20,20
039e946aff78252a2e83b8fa1adf837d,Cool_Stuff,2100,44,16,42
03a20f79e4c056b48ce29b3e30beb0fb,Furniture_Decor,700,60,11,20
03a22dc9d5b99f07ca366f91aa7f7e4b,Housewares,700,30,30,30
03a8d0921d804ba08d3da40064a4e281,Housewares,600,16,25,13
03aad9707028422f38b0563410912177,Bed_Bath_Table,1500,38,11,30
03ac940e93916395ea0483161cc84d5c,Garden_Tools,6800,77,14,34
03b10f5e3ef07cfc27a025adca3fd0be,Sports_Leisure,50,16,16,11
03b29ca1beec2e03e15a3b980c1505ed,Perfumery,100,18,7,11
03b58043df5d7424df7eac2be2511c51,Cool_Stuff,1650,30,4,30
03b63c5fc16691530586ae020c345514,Baby,7150,50,19,45
03ba2b6c24374d16022585b6b1b385e1,Sports_Leisure,7450,19,22,20
03bb06cda40712fb8473f7962fb7d198,Bed_Bath_Table,2000,34,9,33
03bb24d19ea7449ce170e0888d830707,Computers_Accessories,910,32,14,15
03bca689857bd64cc5c022221113db7e,Air_Conditioning,2000,22,38,37
03c0275df9996ed2720b28488c7946d4,Health_Beauty,300,22,5,15
03c14a3d479e334e87ee5baf2563811d,Garden_Tools,1500,20,22,22
03c1fa561b6e1d70f9fa22ab1f08c762,Furniture_Decor,8000,55,17,45
03c395f45f46b57acf3db9a696fba6d6,Telephony,75,18,4,11
03c526c6224e8b74620b3b1ff4d0f3ad,Furniture_Decor,3400,40,9,34
03c94210a8223f2f0c811f6783fe3d22,Housewares,3450,32,25,26
03ccf3bdaa33497fa04d1e2f746a4555,Small_Appliances,800,30,21,30
03d03978afe1dc3c70e611629e8d8fe8,Sports_Leisure,1800,15,15,15
03d10117bf5dbd1e4f194566be73de5a,Bed_Bath_Table,2350,45,15,35
03d19e503abb1698d26d630c0017b11e,Auto,14100,62,62,21
03d4233b9e3382adaed9e5c58626f1dc,Furniture_Decor,200,35,10,20
03d463c3dea9d1650ce0683b7c964b03,Telephony,350,17,4,12
03d4805d42e229c0fb34e5eb7fee281f,Auto,1525,68,9,35
03d5bcd7db52bee20887c5034650185d,Health_Beauty,575,25,20,23
03d7ad0ce97624c931b3abde02b5d819,Perfumery,249,19,13,15
03d817e5e392e78674ed0bd8195f9159,Computers_Accessories,1350,23,9,23
03da3203e7fba42baf48e3d87cd4b75b,Sports_Leisure,300,20,10,15
03dc797f6faaa324fb633c518ff3f326,Health_Beauty,3000,30,10,20
03df27817e9494be978b56cc083a0beb,Telephony,200,19,4,11
03e1c946c0ddfc58724ff262aef08dff,Housewares,550,16,22,12
03e4e6709b7d6415746769c0bc3e9131,Toys,3890,36,28,36
03e606af3a694d55bf9abce7f5b07c42,Sports_Leisure,700,20,12,20
03e7d29d9988a30815f1f20b6549881f,Fashion_Shoes,700,22,12,33
03e931f387c2dd5b006aecdb12515b2e,Bed_Bath_Table,650,16,10,16
03e9fcb7adffd8c9e14285c979ea59c9,Garden_Tools,700,21,14,17
03ed331c2c9bb4cd5c3d986928bc8d9c,Auto,600,28,4,16
03f02ee5e8fd233d41dcfe8ad911cf7e,Bed_Bath_Table,6400,30,30,30
03fbf722447bf7fb4a99aff40b8ede7a,Musical_Instruments,7550,37,23,38
03feb64db1d0ea0aaad178536a2d0640,Housewares,3100,30,40,30
03fed41c5e9067007d852ff83d602753,Toys,19650,75,76,22
03ff4bf1cbb9b00aca270dac77757582,Home_Construction,250,16,4,14
040088789b98987ea1df150fd7fabfd7,Fixed_Telephony,140,16,10,14
04008f5a086abe248a3c76bc2fa4f4e1,Bed_Bath_Table,1250,48,14,68
04014f5d30de9dbe77b421f63985b5ef,Auto,5550,55,35,30
040b8534cb74ddaae70c21541f449630,Costruction_Tools_Garden,13100,68,25,44
040f34fe061b6024771f641fe922e782,Watches_Gifts,750,18,10,15
040fe1cdb263eb2c9b1322875b0afcb7,Perfumery,2303,26,15,23
041022915a950ec95b761b690ddb6b24,Cool_Stuff,1450,62,15,32
04120fb9b3f90600e5ae1f2a2cde53e3,Watches_Gifts,500,23,13,16
0412ec72192f1d85e92047c0773434ec,Musical_Instruments,15400,45,20,100
0414ce6ba3643b59fd1e5c8e146c1d8d,Pet_Shop,2700,43,39,20
04162d7f092b675a184e76e91fd521d4,Housewares,400,16,10,14
041644fcb6426ab2a7c992fac010771a,Computers_Accessories,300,35,5,25
0417855683de23ba1e20e8a358a5ac7c,Auto,1475,68,9,35
0418d6ca9336c4a7ef9667aac0be1976,Consoles_Games,260,18,12,18
0419e76e19f81672eb13b6a8bd19a5cb,Office_Furniture,14600,58,20,58
041b5d4393ea83147e2a07e55cd5359c,Bed_Bath_Table,3080,23,37,19
041bf61cdb6e9b519aa70a4eed0bd4ce,Pet_Shop,700,71,2,18
042426e17752f5d722a5b80940edc915,Bed_Bath_Table,2400,40,6,30
0424d4d1508370eb771126734ec9740e,Bed_Bath_Table,2100,36,21,36
042535091ac9e946489c2155a0392c47,Housewares,300,20,4,19
04262a7ed71aa34edfde0f8429598505,Telephony,350,17,4,12
0432203d03868bfe5fdbb86fb2148474,Baby,7003,52,30,46
04329467c8ed269551b5d85dd137eeef,Baby,1550,42,25,15
0433830caca22b01a0f477d31307b043,Small_Appliances_Home_Oven_And_Coffee,7450,40,10,40
043424c9047266b778d9f440c63dc349,Construction_Tools_Construction,9075,34,12,34
0437850bd55b9b2b9cf104b59a611666,Stationery,350,18,2,20
043d7f9943fc2e97d21728cff9c608f2,Furniture_Decor,1700,17,27,17
043f9194337f5d8cd7092f581e0bc394,Books_Technical,1100,25,3,18
0442663b51251c398df7f53c29e29812,Sports_Leisure,6600,105,15,25
04433a8021475a2002663f94203c88da,Costruction_Tools_Tools,1111,29,10,14
044814613492fc3e12bda239e12d6b68,Health_Beauty,1000,36,18,27
0449db5eede617c5fd413071d582f038,Garden_Tools,5900,46,20,46
0449efdb5b6a5d301b098972abd1749e,Sports_Leisure,375,21,16,12
044b06b901539ec1ac136565a97d0fec,Sports_Leisure,1979,27,25,26
044de1dc695094f06e9eca6c19921f20,Furniture_Decor,1300,100,7,15
044f05bc9de36e8a693a83e4bc79dd0d,Telephony,300,17,4,12
044f125d78e0a631b0479182a37aab8c,Sports_Leisure,550,30,16,16
0453f63a85b66c3950381599dbbfb2ec,Sports_Leisure,231,12,12,10
0454c95c31d75e5f86c354896a3d9814,Kitchen_Dining_Laundry_Garden_Furniture,25000,98,14,40
04565ebccdd3c4acc43789823458d6a8,Auto,400,35,15,25
04566e1a1afa83470b25c2642706fc32,Housewares,7800,33,35,33
04574f4bc055655311e798b4e277b9af,Auto,800,18,13,16
045bb60690dbae4f06160b45556463a1,Housewares,1200,80,16,16
045c0f3faa3d81ff1af071e0811b2711,Watches_Gifts,200,16,11,12
045da764883d50dc071cc70c81226cbc,Watches_Gifts,213,18,10,19
045e41f597e72ebfe5e9de50788fbf03,Sports_Leisure,500,20,15,13
04601b648d7d2dcae6e285a41e276a3f,Toys,1775,31,21,21
0466aacbd155769293483722a2e5bead,Garden_Tools,7150,30,40,30
046bb8477448980cb3355e0702e77a0e,Health_Beauty,1500,19,29,18
046cf43a5b63303b3c3c4ba076d1d732,Health_Beauty,350,24,5,21
046eee903d62294ffad4e38ae6aa730e,Bed_Bath_Table,9325,50,18,28
047b85649c33e9cbf34b2ccf8d41d622,Stationery,5650,60,20,29
047c0b8057bd86c48c41d3b582d80c90,Computers_Accessories,4500,19,23,19
047c9a28e0da299843d9f67d99959442,Housewares,3000,33,30,34
04808b9886b62b9c06b4c433e420dfbf,Books_Technical,500,23,3,16
0485eb91cf4786a456d0b61ef9d9183e,Fashion_Bags_Accessories,100,18,9,11
04867a0efbf0779b221235559860b9b8,Watches_Gifts,150,16,2,11
04869307f7e7dc5b07f1d83406ade1e5,Toys,3305,38,36,19
048b4eb037d1114ddc13a9653b5f2381,Health_Beauty,400,27,9,14
048bb098a0e194ddc3d0287b954bc9d8,Stationery,950,20,5,51
048c45eaa9b885243959f59ddf2b21f4,Furniture_Decor,600,30,15,15
048d97d0e3bf2fdb3f1d268b69396cdc,Sports_Leisure,1200,25,30,25
048dc5e495c6f5e54f22fa6cd23c3e5f,Watches_Gifts,450,22,14,17
04913106077ff97c89fa5e6b289fa25c,Bed_Bath_Table,2100,36,8,27
04939dcb29e2a26106610d8e1ef03b98,Health_Beauty,600,24,18,23
049469901143a0f4ead566611fda0544,Perfumery,375,21,16,23
0496a7015a17628712e8720db133092b,Stationery,1075,21,15,15
0496f30fa502d5454825087842d7a497,Toys,250,16,19,19
049ac5dce8536884a652ce73c58022ab,Bed_Bath_Table,250,26,6,20
049b55359c60ea6403938b9e408f40b8,Bed_Bath_Table,1400,37,23,35
049e64366e5301baa9060eef6b10f217,Watches_Gifts,400,20,13,13
04a2ef44f3ea03a72be6f1f99ee0bfe6,Fashion_Bags_Accessories,150,18,9,11
04a3191f211edc97716020026d05d260,Bed_Bath_Table,950,42,29,28
04a4e9d8c0dc6b2b4b8e24ea78a8f318,Sports_Leisure,500,50,12,18
04a58e66cae7d954a87cb7fbb67b204c,Auto,6600,44,25,39
04a67e69edfb208f784da30294f69c5b,Sports_Leisure,1350,26,18,18
04abe952a7292c9914a0ddade6371114,Pet_Shop,25000,70,69,56
04af9f3af5c6afc4eece909c25330934,Watches_Gifts,200,16,2,20
04b2173a311a1fe1a8c90a59c0a0f474,Pet_Shop,700,16,35,25
04b48e86a968cfe620da1cab5c7556ae,Health_Beauty,630,21,12,15
04bbe69bca409d1d1fdd812267c89302,Furniture_Decor,900,36,9,33
04bd5aedb2f07b8078ef7dcbfb79db00,Toys,1600,28,13,21
04be6baed9b1c67197a4b2dd2f5b637c,Furniture_Decor,1500,30,5,20
04c200c7067838a36677c2cb65f90987,Housewares,375,16,10,18
04c31b0da644f1782603183f8fba274c,Health_Beauty,225,18,8,13
04c4182bda52366f3c4b8817ddbcd98e,Sports_Leisure,250,20,12,16
04c4239553c71aafb3b2b5f74f165210,Telephony,150,16,3,20
04c48a5fe31aedc4ef3896c005fd483c,Perfumery,449,19,14,14
04c4a4b9c924494fcf82e0fba966f955,Watches_Gifts,567,26,12,26
04c51bd1943710a970c0331518cdd2a9,Sports_Leisure,350,22,5,12
04ca6bf4b3d9aa78046f0973efe2f4b1,Signaling_And_Security,750,16,20,16
04caadc7ea07eadcaa8513b4f6ecd8ec,Watches_Gifts,300,20,13,13
04cb9679db724268544436f40166c3ed,Office_Furniture,15700,58,28,58
04cfe2f4173f2acf181b3d2642a387d1,Health_Beauty,200,24,26,11
04d1e516df784ab0cc7cb3b74a0933d2,Computers_Accessories,150,20,8,15
04d5a0ec1f6db00db01676199151df4c,Watches_Gifts,425,16,10,11
04d70d184a7c12c93cecd9c0d8b5ad69,Health_Beauty,150,22,3,15
04d752c2cda8f0972a8ab10ac9abdf12,Bed_Bath_Table,900,50,5,50
04d7da0499dd7cdfba6ef58c85e70324,Furniture_Decor,450,27,27,33
04dc26a02c448f6f2b914f01c2902ebd,Consoles_Games,483,24,17,23
04ddfb2cdbf048af94dc37e1bb0d3b04,Housewares,575,24,18,24
04de91d60b1cc9be205fb4a63c87bece,Stationery,100,16,3,11
04df667e73ca2fab4b9a97c86466b699,Watches_Gifts,404,22,14,17
04e1e16bdb6952a60aa9c37334dc8eb3,Housewares,600,23,16,23
04e4e5d3a78ebbd1a943769293829c68,Books_Technical,900,25,3,18
04e8d74439cda81827c2cff9f165f4c5,Sports_Leisure,3500,60,20,30
04e90f954f5fde312ce378b26ddfad13,Housewares,7600,49,40,40
04e9efe8ce063de2e031eb806396f456,Bed_Bath_Table,750,30,3,24
04ea63ab87df726ebf45c0982dd90a1f,Baby,450,30,6,23
04ea859686940874c6f624314a14070a,Auto,500,20,10,20
04f352bc78b371f4392b0077d5648de5,Toys,6284,64,39,28
04f6c1fd057cc96a63e1f9579ddb942b,Construction_Tools_Construction,100,20,4,25
04f8b8f9921310178d65bcba23fbe639,NULL,1800,21,13,36
04f92f94955d380b722ed941f2e6e51c,Small_Appliances,3125,18,30,38
04f982a576e5d149919df37e292fa79e,Bed_Bath_Table,5800,58,50,49
04f9876e5833ccf6df7934aaebd19faf,Housewares,1400,24,7,12
04f9ba792a88dcfa0a4ecadb4d0ad913,Sports_Leisure,500,17,31,18
04fa587378a8e74c3b0acc00efecc93e,Auto,14900,32,47,38
04fd8d64a2539d188bef33bb288410bb,Bed_Bath_Table,800,45,10,30
05019bc35fc2ed878c0c0f55346b91c6,Health_Beauty,2550,18,16,17
050245daefa14dcfc8048e9c6a586d2c,Computers_Accessories,1623,32,15,39
0502d1a36be75bd36b452f31c6ed264a,NULL,100,16,7,11
0504d5c0f9b71510b2b0bee952e380fa,Furniture_Bedroom,16500,58,18,42
0505f239830b15ffbd923b4113a96855,Luggage_Accessories,250,20,26,15
050ab8e1f87a468de0eed97451da3efd,Baby,8450,76,21,21
050d890ccc1c0874e166c9af9c6dd821,Health_Beauty,350,22,12,17
0515b574204dff0dbdc5dac180f3df3a,Stationery,100,16,5,16
05177c02b7f7e985fb4a90d1465f0fba,Home_Appliances,100,18,8,13
0519a542f6238651af817ddc6fcbbcf4,Pet_Shop,400,18,12,15
051b9ff13dd55c0a6655a15ff296f80d,Sports_Leisure,3600,62,23,23
051e6f6764c9b60143dffafd0c5d1a25,Computers_Accessories,1373,25,21,25
05216a143a65ab59fc48fb996e7c12d7,Fashion_Bags_Accessories,200,16,2,11
0521fe3eb04940304b489d0fb49a37dd,Garden_Tools,1450,90,6,18
0522015abfd1094949180dee8dacbdf9,Furniture_Decor,400,40,15,40
05237facc08e138d9cec4742f145cc00,Cool_Stuff,533,23,21,21
052413504e5295cd66ec4ced0b310062,Watches_Gifts,165,16,10,12
052516c377ebbc53a39f053af1db08b4,Cool_Stuff,450,16,12,22
0526bcd59b4bbb167f8a4e93d56c0a07,Auto,100,24,2,17
0527af46c46b7a345d2086ea304ae8d7,Electronics,625,27,17,25
052b8660ee8a9ee18815d9b276694a10,Perfumery,107,17,12,14
052bc62f1969b8f09b1c3cd6f67e099d,Stationery,600,29,4,24
052dd43729ce1a56b5e083888ad5916f,Computers_Accessories,400,41,3,29
052e139cd94698e09bb2502cdc7b9287,Housewares,2700,28,18,20
052fa8abc4bd8f9e32329a610fc878e2,Bed_Bath_Table,200,16,12,11
0530063c4be8e898dd6dac7d6bceff24,Office_Furniture,11800,53,54,18
05317e90a20f490f4749cd92d33e0fbb,Furniture_Decor,9900,50,32,37
0533c5ec3a042521493cfb6e12d6befd,NULL,1550,38,4,23
0534940d69bf94dc61c0e722b4168235,Furniture_Decor,2300,45,25,20
0538b3ea14af3cc3ee6bdaf940367cee,NULL,150,20,4,20
053bc43c110771a8ade43dd4462c3fa0,Furniture_Bedroom,18500,38,58,38
053c1c7045cfb67d04d8c5a8dc9fc054,Bed_Bath_Table,1650,31,9,31
053dc19b1456837ad35f75a6fdce5988,Sports_Leisure,350,20,15,15
0540951fb114c6a30e6a43562983ce9f,Telephony,100,20,20,20
05431e0dd637e910dd67d7ad823e8437,Office_Furniture,10850,58,20,56
0543393758e5da8203fc69c4e6707c75,Health_Beauty,650,25,33,14
054515fd15bc1a2029f10de97ffa9120,Sports_Leisure,150,18,18,18
0546131238f7e9d6b5c24dbb5d8e3133,Health_Beauty,1450,34,6,24
0547b998c6f8893fab4ba02d5636c10f,Watches_Gifts,500,16,16,16
054b1ab366729788a3717961085aec01,Computers_Accessories,50,17,9,13
054f9a8859dc532322504741c66d799f,Christmas_Supplies,600,30,11,20
055019def765ce08da9fac0585e927c3,Baby,300,17,7,24
05542c6ab7bce0a01a5f7210380e72b3,Computers_Accessories,850,32,10,16
0554911df28fda9fd668ce5ba5949695,Office_Furniture,5200,45,54,15
0554df77f3ed2e36e06c60eb65dc357a,Health_Beauty,300,17,13,13
05555b7712bfdb1c0809b44166e33a25,Toys,200,25,3,25
055b53c58f373d53438cefb346ffcbbf,Garden_Tools,6050,75,25,25
055cf0b2191631209c21bde8d353c7f2,Cool_Stuff,2600,30,10,20
055e4f6156ba6c0daab61cd40d5530fe,Books_General_Interest,400,27,3,19
056010e0e6196d99309275e1b2d12c80,Stationery,250,16,6,11
056063b2634974ef86ccb7da2d3d0dbf,Sports_Leisure,1431,30,20,21
0561435e3af107a3bd2104466ad5985a,Bed_Bath_Table,900,36,6,26
056193fc88b3f131fae751356896b168,Housewares,8950,40,30,40
0563d4cc419141eab2e5b438046e844e,Garden_Tools,5650,17,38,32
05649d71cdf7d7ec2bbd7a717179de0f,Health_Beauty,350,25,15,15
0568858419b609bd068bec047de0a1c8,Perfumery,425,18,12,15
05696da7eee323669666f62228d00f78,Bed_Bath_Table,12900,60,27,50
056b837251897cfc6f46d3643bad614f,Garden_Tools,1150,17,8,31
056d012d264624accb7f73d31caee034,Bed_Bath_Table,1750,30,5,30
056d07eb7d9c446e3780a3a7f102190d,Art,500,50,6,20
056fc939c78534a5fb6a762ef17d912e,Furniture_Decor,1300,25,25,20
057041a5c3e1080ad700db092badca71,Bed_Bath_Table,8950,40,25,48
057229db0353dff9e12e298e8f6429b9,Bed_Bath_Table,1900,16,2,11
0573b564a90d2d9f9c460eb963da8c33,Housewares,23700,69,39,17
057df564fda79ad8fa5e1928dfbe3e8c,Cool_Stuff,300,25,10,20
05805f52cdeb93d7684f871e599f0078,Furniture_Decor,4000,70,12,52
0581c05e8e3c0d17ea0ef8904419ec00,Housewares,1250,30,30,30
0583170ba3f70162729f40600f8a4abf,Health_Beauty,2500,34,17,22
05833dad7f04a1b2991641771bfe6d9f,Cool_Stuff,600,16,23,11
058453fe8a9473eceee27349de3b38ac,Watches_Gifts,750,48,16,25
05869034bc6aeae6869a573000cdcc43,Fashion_Bags_Accessories,200,16,2,11
058755c380722a806fc5440093c2c5bf,Art,1947,98,6,44
0587bd8ea43108a16104b1430c15b283,Housewares,9950,31,61,31
05890763390aff71105dd223c0b9b225,Sports_Leisure,1250,41,6,33
058b372f969b59e8c4a27e224243909c,Stationery,5650,20,30,20
058f0416fd2fad8fb4cd0443ade6a42b,Costruction_Tools_Tools,950,23,14,11
05928363cd16fb2d20ccad40992105aa,Fashion_Bags_Accessories,250,16,16,13
059344baebbeaa42fa9f2bbe11b1583e,Construction_Tools_Lights,1400,24,15,38
059ca09d32720d9adce3ae12e181339d,Perfumery,426,20,16,17
059d3cf4de5bc9099cdb4c10ee7e84d5,Auto,200,16,2,11
059dce566827cd3b3274f2b986d5c0db,Garden_Tools,3500,40,19,35
059edbecfc72eba55fbd079a25c4ab6b,Health_Beauty,473,22,18,21
059ee207a4d5628c8aefe497c3d088f3,Diapers_And_Hygiene,200,30,20,15
059fb7d4b3383690a65610a1d6320e7e,Telephony,100,16,2,20
059fd0cc43081303f7c0d7770ab53d52,Sports_Leisure,11780,56,29,29
05a360982be454c7e715c0fec4f67243,Christmas_Supplies,100,16,6,11
05a4cea3c80d33b04145946e6c5e0fa9,Garden_Tools,850,22,7,17
05a6b99c0460f22f5f8101493c0e3c0e,Furniture_Decor,1300,42,11,35
05a75cd320865bee3f3b69014ba5bddc,Auto,100,16,10,15
05a9ab81472f6bdcd910cb49b636c5b5,Musical_Instruments,250,16,9,11
05a9dadb8402b6b7ae3dd28f7da187b5,Computers_Accessories,2950,20,20,20
05ac001cdcd6e4a3cc1563efbc5a25fc,Auto,400,16,5,11
05ad2310de31ddb8bc7f976b6fe02db7,Housewares,750,30,12,30
05aed8abae327b8ffd61bc5255566bcb,Watches_Gifts,288,18,12,14
05af73bb3143cbc5233c1cdff4a767b5,Furniture_Living_Room,2700,47,6,47
05b0567fb831a93123b9d6866b022490,Luggage_Accessories,3300,34,31,34
05b0feccfab2debfdb5744e42bdb6f71,Fashion_Bags_Accessories,150,21,9,14
05b1d0c869d183ecb8459207a33066f5,Watches_Gifts,200,16,11,11
05b316ac6e25ef5776b4841f5696bfb8,Furniture_Decor,417,24,21,22
05b4647d7e40f280dc06e3d69deaba21,Fashion_Bags_Accessories,200,16,8,11
05b4834511e1cdb34899d52589ac9271,Books_Technical,850,17,2,24
05b515fdc76e888aada3c6d66c201dff,Health_Beauty,800,21,4,15
05b9a00b36b50edaea8de91b8c19fc22,Auto,400,21,8,11
05bb531648459f3fb15bda0cdbf21322,Perfumery,436,22,14,18
05bbe113b2037f89552c644c5cb33ecf,Housewares,10100,48,30,16
05bee157001350b29b1e48395f6736a5,Market_Place,2100,19,27,38
05c11568c221bcac5790a8720019d141,Auto,19100,40,40,40
05c24fd82c39e05337fcc418f0a61e54,Watches_Gifts,80,16,11,11
05c2523e08c5262f1ee172b332c3ea44,Computers_Accessories,100,16,2,11
05c6133a109016f9fc73aea25cb1f5c0,Auto,2450,28,5,30
05c693a8085dad009cebdcf2830ab738,Telephony,200,19,4,11
05c723fd782f0208b09b7c86f5220a5b,Furniture_Decor,1650,41,9,34
05c8eb0ae68c09cae5b68d673652e7f8,Electronics,200,21,7,14
05cd024f2c54923c3396db4156fdaa44,Furniture_Decor,400,22,22,12
05cf9ac595f28386ee763c98cbc2bad0,NULL,150,20,3,13
05d0558798a718f6f4658acd8b0e65e1,Auto,1550,37,10,36
05d0a8e2bd6c40610cf28932d9a796ff,Furniture_Decor,500,19,11,12
05d26098907b7bd26c0f92feefd10eae,Toys,200,18,13,16
05d3d52aea100aa2f887fd940991f040,Health_Beauty,500,16,2,11
05d43e31ef4408f944a3de2d18b0f755,Computers_Accessories,300,20,3,14
05d59e1191b873b988a6db5663923260,Stationery,921,26,11,25
05d7b955682862c7ee7db5c1a7d728ce,Sports_Leisure,400,16,6,11
05d7deab2f99410d5fa21a75deaa1fad,Fashion_Bags_Accessories,750,36,18,36
05d7e1ea3fb7a5e3bf83bb9801603418,Books_Technical,2200,31,6,19
05d80513da078badb81a5f232e489376,Bed_Bath_Table,1100,20,16,20
05dd4bacd8cd34a33815b90b38176a69,Bed_Bath_Table,2100,34,9,33
05de46958121361ff78e2a9812db6778,Home_Appliances,300,35,46,35
05df88a280f9c6edca3b2f5f9b3e75ad,Bed_Bath_Table,525,34,23,43
05e75e2ebb007f6cadbc9925311b014b,Furniture_Decor,500,80,10,60
05e896ddcd2490d4185badce5f9b45e4,Housewares,9500,60,17,55
05e8eca656b87428a0e8453a2f335cdf,Home_Appliances_2,9250,30,60,45
05eabe04aa341d8960d07f9b398d7a3f,Housewares,6600,35,45,45
05ed196725fbeca4876c2181780d89bb,Musical_Instruments,1400,30,30,30
05eee88d9d208fa34d4246aae4025381,Baby,600,16,2,11
05f0fe07929d35be0748fac56eecbeb2,Health_Beauty,200,22,3,15
05f581382fca988fec41f4a3de0e0fda,NULL,100,16,16,16
05f65453e3770efa763d5b2884842fe2,Telephony,200,25,10,13
05f8865da7fa719bf5e94039cfe17c4d,Health_Beauty,1900,47,70,11
05f97ad4ce078ed1de8882e1824eb07f,Toys,800,41,15,24
05f9d035b92494874148f32f940b0f4f,Furniture_Decor,1350,55,9,11
